SUCURSAL,FECHA,CATEGORIA,ARTICULO,ISBN,TITULO,CANTIDAD
Sucursal AMBA 08,2026-05,LIBROS > Académico,1090494,9788579621548,El eco olvidado,1
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1113524,9781185263595,El jardín olvidado,2
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1144372,9784728835468,El eco invisible,1
Sucursal AMBA 25,2026-05,LIBROS > Ciencia,1164618,9780643157295,La tierra del alba,1
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1169641,9782558445123,La isla de cristal,1
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1167964,9789564919609,La isla olvidado,1
Sucursal Cuyo 02,2026-05,LIBROS > Viajes,1153189,9783138714010,El puente boreal,1
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1118916,9781765245961,La plaza en la lluvia,1
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1142498,9781394728626,La noche de bronce,1
Sucursal Sur 04,2026-05,LIBROS > Juvenil,1138223,9781251394460,El puerto en el viento,1
Sucursal AMBA 01,2026-05,LIBROS > No Ficción,1029649,9789336368615,El umbral de arena,1
Sucursal Norte 01,2026-05,LIBROS > Negocios,1157842,9789503465423,El espejo eterno,3
Sucursal Centro 03,2026-05,LIBROS > Ciencia,1162261,9784153550451,El cielo boreal,1
Sucursal AMBA 10,2026-05,LIBROS > Ciencia,1165680,9787423159185,El faro invisible,1
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,3
Sucursal Centro 03,2026-05,LIBROS > Autoayuda,1150663,9782324446125,La noche invisible,3
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1179381,9784022117528,La casa fugaz,3
Sucursal AMBA 24,2026-05,LIBROS > Autoayuda,1145136,9785932337126,El umbral del silencio,2
Sucursal Centro 07,2026-05,LIBROS > Académico,1172693,9785194626010,La ventana del sur,1
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1178311,9786781601565,El puente luminoso,2
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,4
Sucursal Norte 07,2026-05,LIBROS > Académico,1172695,9781231750433,El cielo sin fronteras,2
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1169394,9788665201626,La montaña de papel,3
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1129043,9786188296112,La noche nocturno,1
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1164624,9788716324851,El río de fuego,2
Sucursal Norte 02,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,11
Sucursal Norte 01,2026-05,LIBROS > Negocios,1106681,9786374124052,El eco de jade,2
Sucursal AMBA 09,2026-05,LIBROS > Ciencia,1095972,9786463672594,La montaña fugaz,2
Sucursal AMBA 17,2026-05,LIBROS > Juvenil,1178311,9786781601565,El puente luminoso,2
Sucursal Sur 01,2026-05,LIBROS > Deportes,944133,9785637136613,El camino del bosque,1
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1108890,9782537492710,La montaña de las sombras,1
Sucursal AMBA 11,2026-05,LIBROS > Juvenil,1163399,9785125276596,La tierra de fuego,1
Sucursal Centro 05,2026-05,LIBROS > Deportes,1179375,9782372716344,El espejo en la lluvia,1
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1157848,9780551025678,La tierra en la lluvia,1
Sucursal AMBA 25,2026-05,LIBROS > Juvenil,1111944,9786207813249,La voz entre líneas,2
Sucursal AMBA 25,2026-05,LIBROS > Juvenil,1134941,9782346040838,La plaza de piedra,1
Sucursal AMBA 11,2026-05,LIBROS > Ciencia,1162261,9784153550451,El cielo boreal,1
Sucursal Costa 04,2026-05,LIBROS > Juvenil,1141482,9789436396664,El puerto profundo,2
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1157848,9780551025678,La tierra en la lluvia,1
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1144369,9785363153614,El puerto en el viento,1
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1052841,9787622256413,La ruta de las sombras,1
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1167729,9780447599114,La voz de hierro,5
Sucursal AMBA 05,2026-05,LIBROS > Juvenil,1176943,9784356944321,La isla de jade,1
Sucursal Norte 03,2026-05,LIBROS > Cocina,1138639,9784613525502,El cielo de las sombras,2
Sucursal Norte 04,2026-05,LIBROS > Tecnología,623950,9785958442446,La voz de jade,1
Sucursal Aeropuerto 02,2026-05,LIBROS > Juvenil,1177686,9784332600661,La ventana de sal,2
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1169392,9788549303512,La plaza de piedra,3
Sucursal AMBA 14,2026-05,LIBROS > Académico,1163898,9784232676479,La ruta del silencio,5
Sucursal Costa 07,2026-05,LIBROS > Cocina,1154165,9781456372397,El faro en el viento,1
Sucursal Centro 04,2026-05,LIBROS > Académico,1172693,9785194626010,La ventana del sur,2
Sucursal Norte 04,2026-05,LIBROS > Ciencia,1170354,9788766617640,La huella en la lluvia,2
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1153183,9783624334119,El río de piedra,1
Sucursal AMBA 01,2026-05,LIBROS > Ciencia,1134939,9784822579515,El faro olvidado,1
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1169392,9788549303512,La plaza de piedra,1
Sucursal Costa 03,2026-05,LIBROS > Juvenil,1154161,9786454336965,El río del alba,4
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1177687,9783543756450,La casa boreal,4
Sucursal AMBA 02,2026-05,LIBROS > Académico,1145779,9781057931652,El umbral sin fronteras,1
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1169395,9781386144916,El faro olvidado,3
Sucursal Norte 04,2026-05,LIBROS > Ciencia,1160939,9780215850192,La torre de fuego,4
Sucursal Costa 03,2026-05,LIBROS > Juvenil,1178311,9786781601565,El puente luminoso,1
Sucursal AMBA 15,2026-05,LIBROS > Deportes,1179375,9782372716344,El espejo en la lluvia,2
Sucursal AMBA 12,2026-05,LIBROS > Académico,1178307,9782806312554,La ruta del sur,2
Sucursal Norte 02,2026-05,LIBROS > Ciencia,1150662,9787843084524,La senda nocturno,8
Sucursal Sur 01,2026-05,LIBROS > Cocina,1165682,9788549560619,El eco de bronce,1
Sucursal AMBA 15,2026-05,LIBROS > Académico,1082317,9786645185054,La torre del alba,2
Sucursal AMBA 04,2026-05,LIBROS > Ciencia,1143188,9781231236061,La senda de jade,3
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1157864,9786473256602,El río de piedra,1
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1173051,9786882485594,La casa de papel,0
Sucursal Costa 03,2026-05,LIBROS > Ciencia,1128104,9783462968168,La casa del silencio,1
Sucursal Costa 07,2026-05,LIBROS > Académico,1117253,9782483294356,El faro olvidado,1
Sucursal AMBA 08,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,0
Sucursal Sur 04,2026-05,LIBROS > Ciencia,1112535,9784224422622,El reloj del silencio,1
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1177687,9783543756450,La casa boreal,1
Sucursal Norte 07,2026-05,LIBROS > Ciencia,1137959,9784665745425,La huella austral,1
Sucursal Centro 07,2026-05,LIBROS > Juvenil,1164624,9788716324851,El río de fuego,1
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1167965,9780434842413,El río eterno,4
Sucursal Sur 06,2026-05,LIBROS > Académico,1172693,9785194626010,La ventana del sur,3
Sucursal Cuyo 01,2026-05,LIBROS > Juvenil,1176004,9781663352671,El jardín invisible,1
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1149169,9784031445925,La tierra del bosque,1
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1150669,9789838018530,El faro invisible,0
Sucursal AMBA 02,2026-05,LIBROS > Ciencia,1150664,9782462390234,El puente lejano,1
Sucursal AMBA 13,2026-05,LIBROS > Ciencia,1143188,9781231236061,La senda de jade,1
Sucursal AMBA 04,2026-05,LIBROS > Biografías,1149830,9784785758923,La torre eterno,1
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1138641,9782548645356,El puente del silencio,2
Sucursal Depósito 01,2026-05,LIBROS > Ciencia,1155205,9784351555033,La montaña fugaz,1
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1119918,9781025555520,La casa de arena,1
Sucursal Centro 07,2026-05,LIBROS > Negocios,1104759,9783381216725,El puente boreal,1
Sucursal Costa 06,2026-05,LIBROS > Académico,1170355,9782523566316,El río del bosque,3
Sucursal Sur 06,2026-05,LIBROS > Académico,1139677,9788735565091,La torre austral,1
Sucursal AMBA 08,2026-05,LIBROS > Juvenil,1144372,9784728835468,El eco invisible,3
Sucursal Sur 02,2026-05,LIBROS > No Ficción,1160938,9786452166361,El cielo de papel,1
Sucursal AMBA 20,2026-05,LIBROS > Deportes,1179375,9782372716344,El espejo en la lluvia,1
Sucursal AMBA 26,2026-05,LIBROS > Juvenil,1153185,9782207499435,El espejo de fuego,1
Sucursal AMBA 12,2026-05,LIBROS > Ciencia,1176934,9782645293124,La isla del río,1
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,1
Sucursal AMBA 02,2026-05,LIBROS > Viajes,1147094,9788868497203,La plaza en la niebla,3
Sucursal AMBA 04,2026-05,LIBROS > Autoayuda,1150663,9782324446125,La noche invisible,1
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1143191,9785159411373,El jardín nocturno,2
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1147093,9781741898666,El río del alba,1
Sucursal Cuyo 02,2026-05,LIBROS > Tecnología,1011829,9783252453546,La noche de cristal,1
Sucursal Sur 04,2026-05,LIBROS > Ciencia,1167071,9782436556628,La ventana boreal,2
Sucursal AMBA 21,2026-05,LIBROS > Juvenil,1164625,9782251733313,La isla de cristal,1
Sucursal Centro 07,2026-05,LIBROS > Juvenil,1160431,9785010835943,La noche olvidado,1
Sucursal Aeropuerto 02,2026-05,LIBROS > Académico,1156791,9784615811624,La noche en el viento,2
Sucursal Sur 05,2026-05,LIBROS > Cocina,1165682,9788549560619,El eco de bronce,1
Sucursal AMBA 14,2026-05,LIBROS > Arte y Diseño,1158169,9785526084653,El cielo de las sombras,1
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1160431,9785010835943,La noche olvidado,3
Sucursal AMBA 17,2026-05,LIBROS > Académico,1082314,9782344555608,El puente de papel,1
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1175418,9781113254770,El río austral,1
Sucursal Norte 07,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,4
Sucursal AMBA 19,2026-05,LIBROS > Juvenil,1169638,9789536511454,El mapa perdido,1
Sucursal Norte 07,2026-05,LIBROS > Juvenil,1177224,9784662531655,El espejo de piedra,1
Sucursal AMBA 21,2026-05,LIBROS > Juvenil,1178478,9780304461250,El jardín en el viento,1
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1179383,9783517288740,El espejo de ceniza,2
Sucursal AMBA 05,2026-05,LIBROS > Juvenil,1177689,9783743882325,El faro en el viento,1
Sucursal Costa 03,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,0
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1176943,9784356944321,La isla de jade,2
Sucursal Cuyo 02,2026-05,LIBROS > Juvenil,1134943,9783236815646,El reloj de papel,2
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1169395,9781386144916,El faro olvidado,1
Sucursal Cuyo 02,2026-05,LIBROS > Ciencia,1122785,9781419009491,El camino del bosque,3
Sucursal Centro 05,2026-05,LIBROS > Cocina,1103355,9784839636284,La casa del sur,1
Sucursal Costa 06,2026-05,LIBROS > Juvenil,1169641,9782558445123,La isla de cristal,1
Sucursal Costa 03,2026-05,LIBROS > Juvenil,1167728,9783508125331,El camino eterno,2
Sucursal Centro 01,2026-05,LIBROS > Académico,1179380,9788274611214,La ruta lejano,2
Sucursal Costa 06,2026-05,LIBROS > Juvenil,1102243,9783465231465,La torre de piedra,1
Sucursal AMBA 05,2026-05,LIBROS > Ciencia,1149829,9786323166823,El camino en la lluvia,1
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1119918,9781025555520,La casa de arena,2
Sucursal AMBA 07,2026-05,LIBROS > Tecnología,992513,9786361165003,El umbral de papel,1
Sucursal Depósito 01,2026-05,LIBROS > Juvenil,1111944,9786207813249,La voz entre líneas,3
Sucursal Aeropuerto 02,2026-05,LIBROS > Tecnología,1090496,9789056513753,El puerto de jade,1
Sucursal Norte 04,2026-05,LIBROS > Juvenil,1120641,9784529265666,El río de fuego,1
Sucursal AMBA 27,2026-05,LIBROS > Juvenil,1176003,9782158457128,El cielo de arena,1
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1179381,9784022117528,La casa fugaz,3
Sucursal Centro 03,2026-05,LIBROS > Ciencia,1137958,9780801827439,La casa de arena,1
Sucursal Centro 06,2026-05,LIBROS > Juvenil,1164625,9782251733313,La isla de cristal,1
Sucursal Norte 05,2026-05,LIBROS > Juvenil,1134943,9783236815646,El reloj de papel,1
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1160424,9785755764520,El espejo en la niebla,1
Sucursal AMBA 25,2026-05,LIBROS > Académico,1148327,9786437053681,El puente del silencio,1
Sucursal Cuyo 01,2026-05,LIBROS > Académico,1172693,9785194626010,La ventana del sur,4
Sucursal AMBA 11,2026-05,LIBROS > Autoayuda,1150663,9782324446125,La noche invisible,3
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1150666,9786253452104,La voz de bronce,1
Sucursal Centro 04,2026-05,LIBROS > Juvenil,1177687,9783543756450,La casa boreal,2
Sucursal Cuyo 04,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,9
Sucursal Norte 05,2026-05,LIBROS > Juvenil,1177686,9784332600661,La ventana de sal,1
Sucursal Cuyo 04,2026-05,LIBROS > Ciencia,1133991,9788664632344,El eco de hierro,1
Sucursal AMBA 16,2026-05,LIBROS > Ciencia,1116614,9782329351766,El puerto nocturno,1
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1177224,9784662531655,El espejo de piedra,5
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1142497,9781957042373,La noche nocturno,2
Sucursal AMBA 07,2026-05,LIBROS > Académico,1108888,9781293362696,La senda olvidado,1
Sucursal Sur 05,2026-05,LIBROS > Juvenil,1175416,9781112426551,La casa de sal,1
Sucursal AMBA 17,2026-05,LIBROS > Juvenil,1169393,9786529352269,El camino secreto,2
Sucursal Centro 04,2026-05,LIBROS > Juvenil,1163400,9783711171739,La montaña del sur,2
Sucursal Costa 04,2026-05,LIBROS > Deportes,1130924,9783212231446,La senda entre líneas,4
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1167729,9780447599114,La voz de hierro,3
Sucursal AMBA 20,2026-05,LIBROS > Juvenil,1167728,9783508125331,El camino eterno,1
Sucursal AMBA 19,2026-05,LIBROS > Juvenil,1164624,9788716324851,El río de fuego,2
Sucursal Costa 06,2026-05,LIBROS > Cocina,1032084,9785159963110,La torre en la niebla,1
Sucursal Sur 05,2026-05,LIBROS > Juvenil,1167964,9789564919609,La isla olvidado,5
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1169393,9786529352269,El camino secreto,1
Sucursal AMBA 18,2026-05,LIBROS > Tecnología,1175405,9780523191347,La senda profundo,1
Sucursal Centro 01,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,1
Sucursal Depósito 01,2026-05,LIBROS > Juvenil,1172261,9782430525011,La montaña de las sombras,1
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1169392,9788549303512,La plaza de piedra,1
Sucursal AMBA 06,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,6
Sucursal Centro 02,2026-05,LIBROS > Negocios,1157842,9789503465423,El espejo eterno,2
Sucursal Centro 01,2026-05,LIBROS > Juvenil,1169393,9786529352269,El camino secreto,1
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1060666,9784446921626,La huella de fuego,1
Sucursal Costa 02,2026-05,LIBROS > Autoayuda,1167075,9784414941962,El reloj de arena,1
Sucursal AMBA 22,2026-05,LIBROS > Juvenil,1153188,9785865914671,La tierra en la niebla,1
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1173051,9786882485594,La casa de papel,1
Sucursal AMBA 01,2026-05,LIBROS > Ciencia,1121615,9789285237565,La tierra de piedra,1
Sucursal AMBA 06,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,1
Sucursal Depósito 01,2026-05,LIBROS > Juvenil,1134104,9784631935338,El camino perdido,3
Sucursal Costa 04,2026-05,LIBROS > Juvenil,1154161,9786454336965,El río del alba,3
Sucursal Cuyo 01,2026-05,LIBROS > Deportes,1130924,9783212231446,La senda entre líneas,1
Sucursal Sur 05,2026-05,LIBROS > Académico,1145779,9781057931652,El umbral sin fronteras,1
Sucursal Centro 03,2026-05,LIBROS > Académico,1178309,9783491561634,El espejo del bosque,2
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1130925,9784160765692,La huella eterno,1
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1179379,9783233091615,La senda en el viento,7
Sucursal Cuyo 02,2026-05,LIBROS > Juvenil,1141481,9787345125316,El puente luminoso,2
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1172284,9787215155806,El mapa de piedra,1
Sucursal AMBA 19,2026-05,LIBROS > Arte y Diseño,1082254,9789354455342,El mapa perdido,1
Sucursal Cuyo 02,2026-05,LIBROS > Juvenil,1169393,9786529352269,El camino secreto,1
Sucursal AMBA 19,2026-05,LIBROS > Deportes,1147092,9789364602144,El puente de sal,1
Sucursal Depósito 01,2026-05,LIBROS > Académico,1178307,9782806312554,La ruta del sur,4
Sucursal AMBA 11,2026-05,LIBROS > Juvenil,1108891,9781233451776,El reloj boreal,1
Sucursal AMBA 06,2026-05,LIBROS > Juvenil,1134104,9784631935338,El camino perdido,3
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1176944,9786010017796,El mapa eterno,2
Sucursal AMBA 07,2026-05,LIBROS > Biografías,1149830,9784785758923,La torre eterno,1
Sucursal Sur 04,2026-05,LIBROS > Juvenil,1173051,9786882485594,La casa de papel,2
Sucursal AMBA 11,2026-05,LIBROS > Juvenil,1154162,9786133646593,El espejo secreto,1
Sucursal Norte 06,2026-05,LIBROS > Tecnología,623950,9785958442446,La voz de jade,3
Sucursal Costa 04,2026-05,LIBROS > Ciencia,1175999,9783368486930,La voz olvidado,1
Sucursal Depósito 01,2026-05,LIBROS > Ciencia,1172015,9780521580189,El puente sin fronteras,1
Sucursal AMBA 11,2026-05,LIBROS > Ciencia,1112535,9784224422622,El reloj del silencio,4
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,1
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1141481,9787345125316,El puente luminoso,1
Sucursal AMBA 17,2026-05,LIBROS > Cocina,1165682,9788549560619,El eco de bronce,1
Sucursal Costa 04,2026-05,LIBROS > Juvenil,1177689,9783743882325,El faro en el viento,4
Sucursal Costa 04,2026-05,LIBROS > Juvenil,1150669,9789838018530,El faro invisible,2
Sucursal AMBA 03,2026-05,LIBROS > Cocina,1162260,9786815521664,La ruta luminoso,1
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1169393,9786529352269,El camino secreto,1
Sucursal AMBA 22,2026-05,LIBROS > Tecnología,1085126,9781509533156,El jardín olvidado,1
Sucursal Sur 02,2026-05,LIBROS > Viajes,1163398,9787730416941,El umbral del silencio,1
Sucursal AMBA 26,2026-05,LIBROS > Juvenil,1172284,9787215155806,El mapa de piedra,1
Sucursal AMBA 26,2026-05,LIBROS > Juvenil,1177224,9784662531655,El espejo de piedra,5
Sucursal AMBA 08,2026-05,LIBROS > Juvenil,1149835,9788566226731,El camino perdido,1
Sucursal Costa 01,2026-05,LIBROS > Ciencia,1143186,9784513357017,El umbral lejano,3
Sucursal Cuyo 03,2026-05,LIBROS > Juvenil,1176004,9781663352671,El jardín invisible,1
Sucursal Cuyo 01,2026-05,LIBROS > Ciencia,1116614,9782329351766,El puerto nocturno,2
Sucursal AMBA 06,2026-05,LIBROS > Ciencia,1167967,9780121558818,La ruta de arena,1
Sucursal Costa 03,2026-05,LIBROS > Ciencia,1155205,9784351555033,La montaña fugaz,1
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1154161,9786454336965,El río del alba,1
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,3
Sucursal AMBA 22,2026-05,LIBROS > Ciencia,1160939,9780215850192,La torre de fuego,1
Sucursal Mayorista 01,2026-05,LIBROS > Cocina,1138639,9784613525502,El cielo de las sombras,2
Sucursal Mayorista 01,2026-05,LIBROS > Juvenil,1175418,9781113254770,El río austral,1
Sucursal Costa 02,2026-05,LIBROS > Ciencia,1176934,9782645293124,La isla del río,1
Sucursal Aeropuerto 02,2026-05,LIBROS > Ciencia,1176942,9784213120157,La torre secreto,1
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,1
Sucursal Centro 01,2026-05,LIBROS > Tecnología,1178306,9780540363134,El río secreto,1
Sucursal Mayorista 01,2026-05,LIBROS > Juvenil,1131870,9782339248144,El reloj de arena,1
Sucursal Norte 01,2026-05,LIBROS > Juvenil,1130926,9783635511161,El espejo perdido,1
Sucursal Costa 05,2026-05,LIBROS > Autoayuda,1172259,9785725044714,El camino austral,1
Sucursal Costa 02,2026-05,LIBROS > Juvenil,1114553,9782251682434,La ruta de las sombras,1
Sucursal AMBA 25,2026-05,LIBROS > Juvenil,1138641,9782548645356,El puente del silencio,1
Sucursal Costa 01,2026-05,LIBROS > Tecnología,1175405,9780523191347,La senda profundo,1
Sucursal Mayorista 01,2026-05,LIBROS > Ciencia,1149829,9786323166823,El camino en la lluvia,1
Sucursal Mayorista 01,2026-05,LIBROS > Académico,1172258,9780462916373,El jardín de cristal,1
Sucursal Costa 04,2026-05,LIBROS > Académico,1179380,9788274611214,La ruta lejano,1
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1176004,9781663352671,El jardín invisible,2
Sucursal AMBA 19,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,3
Sucursal AMBA 26,2026-05,LIBROS > Ciencia,1121616,9781923304475,El río en la niebla,1
Sucursal AMBA 13,2026-05,LIBROS > Académico,1170355,9782523566316,El río del bosque,1
Sucursal AMBA 01,2026-05,LIBROS > Tecnología,1045709,9788187091166,El puente de las sombras,2
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1128125,9783364602488,La voz nocturno,1
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1157848,9780551025678,La tierra en la lluvia,1
Sucursal AMBA 12,2026-05,LIBROS > Deportes,1179375,9782372716344,El espejo en la lluvia,1
Sucursal AMBA 17,2026-05,LIBROS > Ciencia,1169388,9786523818866,La montaña sin fronteras,3
Sucursal Norte 04,2026-05,LIBROS > Autoayuda,1167075,9784414941962,El reloj de arena,2
Sucursal Costa 03,2026-05,LIBROS > Negocios,1127016,9786066664242,La isla de hierro,1
Sucursal Aeropuerto 02,2026-05,LIBROS > Juvenil,1178478,9780304461250,El jardín en el viento,1
Sucursal Norte 01,2026-05,LIBROS > Tecnología,623950,9785958442446,La voz de jade,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1164624,9788716324851,El río de fuego,2
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,1
Sucursal Mayorista 01,2026-05,LIBROS > No Ficción,1117255,9781443283225,La plaza del alba,3
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1107300,9785755511511,La ventana de las sombras,2
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1167964,9789564919609,La isla olvidado,0
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1150669,9789838018530,El faro invisible,2
Sucursal AMBA 06,2026-05,LIBROS > Juvenil,1131868,9780860335718,La plaza eterno,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1102243,9783465231465,La torre de piedra,1
Sucursal AMBA 22,2026-05,LIBROS > Juvenil,1154161,9786454336965,El río del alba,2
Sucursal AMBA 06,2026-05,LIBROS > Juvenil,1060665,9786002584312,El puerto invisible,1
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1144369,9785363153614,El puerto en el viento,3
Sucursal AMBA 23,2026-05,LIBROS > Juvenil,1179382,9786413336182,El puerto de hierro,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,4
Sucursal Norte 04,2026-05,LIBROS > Ciencia,1145137,9784431216109,El reloj lejano,1
Sucursal Aeropuerto 01,2026-05,LIBROS > Ciencia,1167967,9780121558818,La ruta de arena,1
Sucursal AMBA 21,2026-05,LIBROS > Viajes,1147094,9788868497203,La plaza en la niebla,1
Sucursal AMBA 18,2026-05,LIBROS > Juvenil,1164625,9782251733313,La isla de cristal,2
Sucursal Cuyo 04,2026-05,LIBROS > Ciencia,1122785,9781419009491,El camino del bosque,1
Sucursal Sur 03,2026-05,LIBROS > Juvenil,1167728,9783508125331,El camino eterno,3
Sucursal Cuyo 02,2026-05,LIBROS > Negocios,1139678,9785730069209,El camino de piedra,1
Sucursal AMBA 19,2026-05,LIBROS > Ciencia,1122785,9781419009491,El camino del bosque,7
Sucursal AMBA 25,2026-05,LIBROS > Juvenil,1111945,9785142146286,La senda olvidado,1
Sucursal AMBA 10,2026-05,LIBROS > Juvenil,1167965,9780434842413,El río eterno,1
Sucursal AMBA 16,2026-05,LIBROS > Académico,1172694,9784613066400,El jardín profundo,2
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1134942,9783227433357,La ventana del silencio,1
Sucursal Centro 06,2026-05,LIBROS > Infantil,827857,9782365423427,El cielo sin fronteras,1
Sucursal AMBA 06,2026-05,LIBROS > Juvenil,1169392,9788549303512,La plaza de piedra,2
Sucursal Centro 05,2026-05,LIBROS > Ciencia,1127024,9789209612626,El puerto entre líneas,1
Sucursal Norte 01,2026-05,LIBROS > Juvenil,1177222,9786800958909,El mapa en la niebla,2
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,1
Sucursal AMBA 10,2026-05,LIBROS > Juvenil,1141482,9789436396664,El puerto profundo,2
Sucursal Cuyo 01,2026-05,LIBROS > Tecnología,1044815,9783942658376,La ventana sin fronteras,2
Sucursal Costa 06,2026-05,LIBROS > Ciencia,1175999,9783368486930,La voz olvidado,1
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,3
Sucursal Centro 07,2026-05,LIBROS > Cocina,1165682,9788549560619,El eco de bronce,1
Sucursal AMBA 26,2026-05,LIBROS > Juvenil,1121588,9780793551438,La noche del río,1
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,1
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1177687,9783543756450,La casa boreal,2
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1181236,9786131131522,El puerto profundo,4
Sucursal AMBA 26,2026-05,LIBROS > Académico,1169391,9789853341642,La plaza perdido,3
Sucursal Cuyo 01,2026-05,LIBROS > Juvenil,1119918,9781025555520,La casa de arena,1
Sucursal Costa 03,2026-05,LIBROS > Juvenil,1130925,9784160765692,La huella eterno,1
Sucursal Norte 03,2026-05,LIBROS > Ciencia,1121616,9781923304475,El río en la niebla,1
Sucursal Cuyo 03,2026-05,LIBROS > Autoayuda,1167075,9784414941962,El reloj de arena,2
